FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
217575	3	SSC	SSC-A	SSC	SSC-A
217575	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217576	2		FSC-H		FSC-H
217576	7		ECD-A	hCD2	CD2
217576	9		PE-Cy7-A	hCCR7	CCR7
217577	2		FSC-H		FSC-H
217577	3	SSC	SSC-A	SSC	SSC-A
217577	9		PE-Cy7-A	hCD1C	CD1c
217578	5		FITC-A	hCXCR5	CXCR5
217579	3	SSC	SSC-A	SSC	SSC-A
217579	4	SSC	SSC-H	SSC	SSC-H
217580	8		PE-Cy5-A	hCD40	CD40
217581	4	SSC	SSC-H	SSC	SSC-H
217581	10		APC-A	hTHBD	BDCA-3
217582	1		FSC-A		FSC-A
217582	7		ECD-A	hPTPRC/iso:h6	CD45RA
217583	1		FSC-A		FSC-A
217584	2		FSC-H		FSC-H
217584	5		FITC-A		CXC3CR1
217584	12		APC-H7-A	hFCGR3A	CD16
217584	13		Pacific Blue-A	hCD86	CD86
217585	2		FSC-H		FSC-H
217585	11		Alexa Fluor 700-A	hHLA-DRA	DR
217585	12		APC-H7-A	hITGAX	CD11c
217585	15		Time		Time
217586	1		FSC-A		FSC-A
217586	3	SSC	SSC-A	SSC	SSC-A
217586	14		Pacific Orange-A		VIVID
217587	13		Pacific Blue-A	hCD86	CD86
217587	15		Time		Time
217588	13		Pacific Blue-A	hCD86	CD86
217589	1		FSC-A		FSC-A
217589	5		FITC-A		LIN-1
217589	6		PE-A	hCLEC4C	BDCA-2
217589	9		PE-Cy7-A	hCD1C	CD1c
217589	12		APC-H7-A	hITGAX	CD11c
217591	1		FSC-A		FSC-A
217591	6		PE-A	hCD24	CD24
217591	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217592	4	SSC	SSC-H	SSC	SSC-H
217592	11		Alexa Fluor 700-A	hHLA-DRA	DR
217592	13		Pacific Blue-A	hCD86	CD86
217596	4	SSC	SSC-H	SSC	SSC-H
217596	11		Alexa Fluor 700-A	hHLA-DRA	DR
217597	2		FSC-H		FSC-H
217597	9		PE-Cy7-A	hCD1C	CD1c
217598	2		FSC-H		FSC-H
217598	3	SSC	SSC-A	SSC	SSC-A
217598	4	SSC	SSC-H	SSC	SSC-H
217598	5		FITC-A	hCXCR5	CXCR5
217598	7		ECD-A	hPTPRC/iso:h6	CD45RA
217598	8		PE-Cy5-A	hCXCR3	CXCR3
217598	14		Pacific Orange-A		VIVID
217599	1		FSC-A		FSC-A
217599	9		PE-Cy7-A	hCD38	CD38
217600	2		FSC-H		FSC-H
217600	3	SSC	SSC-A	SSC	SSC-A
217600	5		FITC-A		CXC3CR1
217600	15		Time		Time
217601	10		APC-A	hTHBD	BDCA-3
217601	13		Pacific Blue-A	hCD86	CD86
217602	13		Pacific Blue-A	hPDCD1	PD-1
217603	2		FSC-H		FSC-H
217603	8		PE-Cy5-A	hMS4A1	CD20
217603	13		Pacific Blue-A	hCD86	CD86
217603	14		Pacific Orange-A		VIVID
217604	6		PE-A	hCD14	CD14
217605	2		FSC-H		FSC-H
217606	5		FITC-A	hCXCR5	CXCR5
217607	9		PE-Cy7-A	hCD38	CD38
217608	11		Alexa Fluor 700-A	hHLA-DRA	DR
217609	5		FITC-A		LIN-1
217609	7		ECD-A	hCD2	CD2
217609	11		Alexa Fluor 700-A	hHLA-DRA	DR
217609	15		Time		Time
217610	7		ECD-A	hPTPRC/iso:h6	CD45RA
217610	11		Alexa Fluor 700-A	hCD3E	CD3
217611	8		PE-Cy5-A	hMS4A1	CD20
217612	3	SSC	SSC-A	SSC	SSC-A
217612	8		PE-Cy5-A	hCD40	CD40
217613	7		ECD-A	hCD2	CD2
217614	8		PE-Cy5-A	hCXCR3	CXCR3
217615	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217615	12		APC-H7-A	hCD27	CD27
217615	15		Time		Time
217616	11		Alexa Fluor 700-A	hHLA-DRA	DR
217617	5		FITC-A		LIN-1
217617	15		Time		Time
217619	6		PE-A	hCD24	CD24
217619	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217620	3	SSC	SSC-A	SSC	SSC-A
217620	10		APC-A	hSECISBP2L	SLAN
217621	6		PE-A	hCLEC4C	BDCA-2
217621	7		ECD-A	hCD2	CD2
217622	2		FSC-H		FSC-H
217623	1		FSC-A		FSC-A
217623	3	SSC	SSC-A	SSC	SSC-A
217623	15		Time		Time
217624	2		FSC-H		FSC-H
217624	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217625	4	SSC	SSC-H	SSC	SSC-H
217625	10		APC-A	hTHBD	BDCA-3
217626	10		APC-A	hCD8A	CD8
217626	11		Alexa Fluor 700-A	hCD3E	CD3
217627	4	SSC	SSC-H	SSC	SSC-H
217627	8		PE-Cy5-A	hMS4A1	CD20
217628	6		PE-A	hCD14	CD14
217628	8		PE-Cy5-A	hCD40	CD40
217631	5		FITC-A	hIGHD	IgD
217629	14		Pacific Orange-A		VIVID
217630	4	SSC	SSC-H	SSC	SSC-H
217630	15		Time		Time
217632	12		APC-H7-A	hFCGR3A	CD16
217633	6		PE-A	hCLEC4C	BDCA-2
217633	7		ECD-A	hCD2	CD2
217634	12		APC-H7-A	hCD4	CD4
217635	5		FITC-A	hIGHD	IgD
217635	15		Time		Time
217636	2		FSC-H		FSC-H
217636	3	SSC	SSC-A	SSC	SSC-A
217637	4	SSC	SSC-H	SSC	SSC-H
217637	5		FITC-A		LIN-1
217638	2		FSC-H		FSC-H
217638	4	SSC	SSC-H	SSC	SSC-H
217638	7		ECD-A	hPTPRC/iso:h6	CD45RA
217638	8		PE-Cy5-A	hCXCR3	CXCR3
217639	1		FSC-A		FSC-A
217639	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217640	6		PE-A	hCD14	CD14
217640	8		PE-Cy5-A	hCD40	CD40
217641	6		PE-A	hCLEC4C	BDCA-2
217642	8		PE-Cy5-A	hCXCR3	CXCR3
217642	11		Alexa Fluor 700-A	hCD3E	CD3
217643	8		PE-Cy5-A	hMS4A1	CD20
217645	10		APC-A	hTHBD	BDCA-3
217648	4	SSC	SSC-H	SSC	SSC-H
217648	7		ECD-A	hCD2	CD2
217648	15		Time		Time
217649	4	SSC	SSC-H	SSC	SSC-H
217649	7		ECD-A	hCD2	CD2
217649	13		Pacific Blue-A	hCD86	CD86
217650	1		FSC-A		FSC-A
217650	4	SSC	SSC-H	SSC	SSC-H
217650	8		PE-Cy5-A	hCXCR3	CXCR3
217650	14		Pacific Orange-A		VIVID
217651	1		FSC-A		FSC-A
217651	7		ECD-A	hCD19	CD19
217652	8		PE-Cy5-A	hCD40	CD40
217652	11		Alexa Fluor 700-A	hHLA-DRA	DR
217653	8		PE-Cy5-A	hCD40	CD40
217654	3	SSC	SSC-A	SSC	SSC-A
217654	4	SSC	SSC-H	SSC	SSC-H
217654	13		Pacific Blue-A	hPDCD1	PD-1
217654	15		Time		Time
217655	3	SSC	SSC-A	SSC	SSC-A
217655	4	SSC	SSC-H	SSC	SSC-H
217655	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217656	6		PE-A	hCD14	CD14
217656	9		PE-Cy7-A	hCCR7	CCR7
217656	10		APC-A	hSECISBP2L	SLAN
217658	11		Alexa Fluor 700-A	hCD3E	CD3
217661	4	SSC	SSC-H	SSC	SSC-H
217661	7		ECD-A	hCD2	CD2
217661	15		Time		Time
217659	8		PE-Cy5-A	hMS4A1	CD20
217660	8		PE-Cy5-A	hCD40	CD40
217662	4	SSC	SSC-H	SSC	SSC-H
217662	11		Alexa Fluor 700-A	hCD3E	CD3
217663	1		FSC-A		FSC-A
217663	13		Pacific Blue-A	hCD86	CD86
217664	4	SSC	SSC-H	SSC	SSC-H
217664	5		FITC-A		CXC3CR1
217665	1		FSC-A		FSC-A
217665	2		FSC-H		FSC-H
217665	7		ECD-A	hCD2	CD2
217665	15		Time		Time
217666	2		FSC-H		FSC-H
217666	8		PE-Cy5-A	hCXCR3	CXCR3
217667	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217668	2		FSC-H		FSC-H
217668	5		FITC-A		CXC3CR1
217668	13		Pacific Blue-A	hCD86	CD86
217669	4	SSC	SSC-H	SSC	SSC-H
217671	5		FITC-A	hIGHD	IgD
217672	3	SSC	SSC-A	SSC	SSC-A
217672	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217673	5		FITC-A		LIN-1
217673	7		ECD-A	hCD2	CD2
217674	1		FSC-A		FSC-A
217674	8		PE-Cy5-A	hCXCR3	CXCR3
217675	13		Pacific Blue-A	hCD86	CD86
217675	15		Time		Time
217676	6		PE-A	hCD14	CD14
217676	8		PE-Cy5-A	hCD40	CD40
217677	3	SSC	SSC-A	SSC	SSC-A
217677	4	SSC	SSC-H	SSC	SSC-H
217677	13		Pacific Blue-A	hCD86	CD86
217678	6		PE-A	hCCR6	CCR6
217678	12		APC-H7-A	hCD4	CD4
217679	3	SSC	SSC-A	SSC	SSC-A
217680	1		FSC-A		FSC-A
217681	11		Alexa Fluor 700-A	hHLA-DRA	DR
217681	12		APC-H7-A	hITGAX	CD11c
217682	6		PE-A	hCCR6	CCR6
217682	10		APC-A	hCD8A	CD8
217683	1		FSC-A		FSC-A
217683	8		PE-Cy5-A	hMS4A1	CD20
217683	10		APC-A	hSDC1	CD138
217683	15		Time		Time
217686	1		FSC-A		FSC-A
217686	3	SSC	SSC-A	SSC	SSC-A
217686	7		ECD-A	hPTPRC/iso:h6	CD45RA
217687	5		FITC-A	hIGHD	IgD
217688	7		ECD-A	hCD2	CD2
217691	8		PE-Cy5-A	hMS4A1	CD20
217688	11		Alexa Fluor 700-A	hHLA-DRA	DR
217689	10		APC-A	hTHBD	BDCA-3
217689	15		Time		Time
217690	9		PE-Cy7-A	hICOS	ICOS
217690	15		Time		Time
217692	4	SSC	SSC-H	SSC	SSC-H
217692	9		PE-Cy7-A	hCCR7	CCR7
217694	12		APC-H7-A	hCD4	CD4
217695	1		FSC-A		FSC-A
217695	2		FSC-H		FSC-H
217695	3	SSC	SSC-A	SSC	SSC-A
217695	5		FITC-A	hIGHD	IgD
217696	4	SSC	SSC-H	SSC	SSC-H
217696	8		PE-Cy5-A	hCD40	CD40
217698	3	SSC	SSC-A	SSC	SSC-A
217698	12		APC-H7-A	hCD4	CD4
217699	8		PE-Cy5-A	hMS4A1	CD20
217699	15		Time		Time
217702	4	SSC	SSC-H	SSC	SSC-H
217702	7		ECD-A	hPTPRC/iso:h6	CD45RA
217702	9		PE-Cy7-A	hICOS	ICOS
217702	13		Pacific Blue-A	hPDCD1	PD-1
217703	2		FSC-H		FSC-H
217703	14		Pacific Orange-A		VIVID
217704	5		FITC-A		CXC3CR1
217705	2		FSC-H		FSC-H
217705	3	SSC	SSC-A	SSC	SSC-A
217705	15		Time		Time
217706	2		FSC-H		FSC-H
217706	3	SSC	SSC-A	SSC	SSC-A
217706	7		ECD-A	hPTPRC/iso:h6	CD45RA
217707	3	SSC	SSC-A	SSC	SSC-A
217707	4	SSC	SSC-H	SSC	SSC-H
217707	7		ECD-A	hCD19	CD19
217707	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217708	3	SSC	SSC-A	SSC	SSC-A
217708	6		PE-A	hCD14	CD14
217708	7		ECD-A	hCD2	CD2
217708	8		PE-Cy5-A	hCD40	CD40
217708	12		APC-H7-A	hFCGR3A	CD16
217709	2		FSC-H		FSC-H
217710	3	SSC	SSC-A	SSC	SSC-A
217710	10		APC-A	hCD8A	CD8
217711	7		ECD-A	hCD19	CD19
217711	14		Pacific Orange-A		VIVID
217713	4	SSC	SSC-H	SSC	SSC-H
217713	11		Alexa Fluor 700-A	hHLA-DRA	DR
217713	12		APC-H7-A	hITGAX	CD11c
217714	4	SSC	SSC-H	SSC	SSC-H
217714	9		PE-Cy7-A	hICOS	ICOS
217715	1		FSC-A		FSC-A
217715	7		ECD-A	hCD19	CD19
217716	5		FITC-A		CXC3CR1
217717	11		Alexa Fluor 700-A	hHLA-DRA	DR
217717	14		Pacific Orange-A		VIVID
217721	4	SSC	SSC-H	SSC	SSC-H
217721	9		PE-Cy7-A	hCD1C	CD1c
217721	10		APC-A	hTHBD	BDCA-3
217718	14		Pacific Orange-A		VIVID
217718	15		Time		Time
217719	9		PE-Cy7-A	hCD38	CD38
217719	15		Time		Time
217720	9		PE-Cy7-A	hCCR7	CCR7
217723	2		FSC-H		FSC-H
217723	7		ECD-A	hCD19	CD19
217723	6		PE-A	hCD24	CD24
217723	14		Pacific Orange-A		VIVID
217726	6		PE-A	hCCR6	CCR6
217726	8		PE-Cy5-A	hCXCR3	CXCR3
217726	9		PE-Cy7-A	hICOS	ICOS
217727	5		FITC-A	hIGHD	IgD
217727	10		APC-A	hSDC1	CD138
217727	14		Pacific Orange-A		VIVID
217728	11		Alexa Fluor 700-A	hHLA-DRA	DR
217729	5		FITC-A		LIN-1
217729	15		Time		Time
217730	1		FSC-A		FSC-A
217730	9		PE-Cy7-A	hICOS	ICOS
217730	11		Alexa Fluor 700-A	hCD3E	CD3
217731	1		FSC-A		FSC-A
217731	8		PE-Cy5-A	hMS4A1	CD20
217731	14		Pacific Orange-A		VIVID
217732	4	SSC	SSC-H	SSC	SSC-H
217732	6		PE-A	hCD14	CD14
217732	7		ECD-A	hCD2	CD2
217732	11		Alexa Fluor 700-A	hHLA-DRA	DR
217733	3	SSC	SSC-A	SSC	SSC-A
217733	7		ECD-A	hCD2	CD2
217733	15		Time		Time
217734	8		PE-Cy5-A	hCXCR3	CXCR3
217734	12		APC-H7-A	hCD4	CD4
217735	8		PE-Cy5-A	hMS4A1	CD20
217736	7		ECD-A	hCD2	CD2
217738	13		Pacific Blue-A	hPDCD1	PD-1
217739	8		PE-Cy5-A	hMS4A1	CD20
217740	1		FSC-A		FSC-A
217740	13		Pacific Blue-A	hCD86	CD86
217741	11		Alexa Fluor 700-A	hHLA-DRA	DR
217741	14		Pacific Orange-A		VIVID
217743	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217744	5		FITC-A		CXC3CR1
217746	2		FSC-H		FSC-H
217746	10		APC-A	hCD8A	CD8
217747	3	SSC	SSC-A	SSC	SSC-A
217747	4	SSC	SSC-H	SSC	SSC-H
217747	6		PE-A	hCD24	CD24
217751	7		ECD-A	hCD19	CD19
217751	9		PE-Cy7-A	hCD38	CD38
217749	2		FSC-H		FSC-H
217750	13		Pacific Blue-A	hPDCD1	PD-1
217752	11		Alexa Fluor 700-A	hHLA-DRA	DR
217752	13		Pacific Blue-A	hCD86	CD86
217753	2		FSC-H		FSC-H
217753	6		PE-A	hCLEC4C	BDCA-2
217754	7		ECD-A	hPTPRC/iso:h6	CD45RA
217754	10		APC-A	hCD8A	CD8
217754	11		Alexa Fluor 700-A	hCD3E	CD3
217754	12		APC-H7-A	hCD4	CD4
217754	13		Pacific Blue-A	hPDCD1	PD-1
217755	3	SSC	SSC-A	SSC	SSC-A
217757	4	SSC	SSC-H	SSC	SSC-H
217757	2		FSC-H		FSC-H
217757	7		ECD-A	hCD2	CD2
217758	5		FITC-A	hCXCR5	CXCR5
217758	7		ECD-A	hPTPRC/iso:h6	CD45RA
217758	8		PE-Cy5-A	hCXCR3	CXCR3
217759	1		FSC-A		FSC-A
217760	1		FSC-A		FSC-A
217760	2		FSC-H		FSC-H
217760	15		Time		Time
217761	1		FSC-A		FSC-A
217761	4	SSC	SSC-H	SSC	SSC-H
217761	5		FITC-A		LIN-1
217762	11		Alexa Fluor 700-A	hCD3E	CD3
217763	1		FSC-A		FSC-A
217764	2		FSC-H		FSC-H
217764	4	SSC	SSC-H	SSC	SSC-H
217764	10		APC-A	hSECISBP2L	SLAN
217765	7		ECD-A	hCD2	CD2
217765	9		PE-Cy7-A	hCD1C	CD1c
217766	7		ECD-A	hPTPRC/iso:h6	CD45RA
217766	11		Alexa Fluor 700-A	hCD3E	CD3
217766	13		Pacific Blue-A	hPDCD1	PD-1
217767	9		PE-Cy7-A	hCD38	CD38
217767	15		Time		Time
217768	1		FSC-A		FSC-A
217768	3	SSC	SSC-A	SSC	SSC-A
217768	10		APC-A	hSECISBP2L	SLAN
217768	15		Time		Time
217769	13		Pacific Blue-A	hCD86	CD86
217770	8		PE-Cy5-A	hCXCR3	CXCR3
217771	4	SSC	SSC-H	SSC	SSC-H
217771	5		FITC-A	hIGHD	IgD
217771	6		PE-A	hCD24	CD24
217772	5		FITC-A		CXC3CR1
217772	10		APC-A	hSECISBP2L	SLAN
217772	11		Alexa Fluor 700-A	hHLA-DRA	DR
217772	12		APC-H7-A	hFCGR3A	CD16
217772	15		Time		Time
217774	3	SSC	SSC-A	SSC	SSC-A
217774	10		APC-A	hCD8A	CD8
217775	1		FSC-A		FSC-A
217775	9		PE-Cy7-A	hCD38	CD38
217776	4	SSC	SSC-H	SSC	SSC-H
217776	6		PE-A	hCD14	CD14
217776	8		PE-Cy5-A	hCD40	CD40
217776	15		Time		Time
217777	7		ECD-A	hCD2	CD2
217777	13		Pacific Blue-A	hCD86	CD86
217781	9		PE-Cy7-A	hCD1C	CD1c
217778	8		PE-Cy5-A	hCXCR3	CXCR3
217778	15		Time		Time
217779	4	SSC	SSC-H	SSC	SSC-H
217779	6		PE-A	hCD24	CD24
217780	9		PE-Cy7-A	hCCR7	CCR7
217780	10		APC-A	hSECISBP2L	SLAN
217782	7		ECD-A	hPTPRC/iso:h6	CD45RA
217782	13		Pacific Blue-A	hPDCD1	PD-1
217783	3	SSC	SSC-A	SSC	SSC-A
217783	13		Pacific Blue-A	hCD86	CD86
217784	2		FSC-H		FSC-H
217784	4	SSC	SSC-H	SSC	SSC-H
217784	12		APC-H7-A	hFCGR3A	CD16
217785	13		Pacific Blue-A	hCD86	CD86
217786	1		FSC-A		FSC-A
217787	2		FSC-H		FSC-H
217787	12		APC-H7-A	hCD27	CD27
217789	7		ECD-A	hCD2	CD2
217789	13		Pacific Blue-A	hCD86	CD86
217789	15		Time		Time
217790	4	SSC	SSC-H	SSC	SSC-H
217790	6		PE-A	hCCR6	CCR6
217791	2		FSC-H		FSC-H
217791	3	SSC	SSC-A	SSC	SSC-A
217791	12		APC-H7-A	hCD27	CD27
217792	10		APC-A	hSECISBP2L	SLAN
217793	6		PE-A	hCLEC4C	BDCA-2
217793	7		ECD-A	hCD2	CD2
217793	15		Time		Time
217794	5		FITC-A	hCXCR5	CXCR5
217794	11		Alexa Fluor 700-A	hCD3E	CD3
217795	7		ECD-A	hCD19	CD19
217796	5		FITC-A		CXC3CR1
217796	7		ECD-A	hCD2	CD2
217796	10		APC-A	hSECISBP2L	SLAN
217797	9		PE-Cy7-A	hCD1C	CD1c
217797	12		APC-H7-A	hITGAX	CD11c
217798	7		ECD-A	hPTPRC/iso:h6	CD45RA
217799	12		APC-H7-A	hCD27	CD27
217800	4	SSC	SSC-H	SSC	SSC-H
217801	5		FITC-A		LIN-1
217801	10		APC-A	hTHBD	BDCA-3
217802	2		FSC-H		FSC-H
217802	11		Alexa Fluor 700-A	hCD3E	CD3
217802	12		APC-H7-A	hCD4	CD4
217803	15		Time		Time
217804	15		Time		Time
217807	9		PE-Cy7-A	hCD38	CD38
217811	3	SSC	SSC-A	SSC	SSC-A
217808	5		FITC-A		CXC3CR1
217809	2		FSC-H		FSC-H
217809	3	SSC	SSC-A	SSC	SSC-A
217809	5		FITC-A		LIN-1
217810	10		APC-A	hCD8A	CD8
217810	12		APC-H7-A	hCD4	CD4
217812	1		FSC-A		FSC-A
217812	3	SSC	SSC-A	SSC	SSC-A
217812	4	SSC	SSC-H	SSC	SSC-H
217812	12		APC-H7-A	hFCGR3A	CD16
217813	9		PE-Cy7-A	hCD1C	CD1c
217813	15		Time		Time
217814	15		Time		Time
217815	1		FSC-A		FSC-A
217815	12		APC-H7-A	hCD27	CD27
217816	2		FSC-H		FSC-H
217815	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217816	3	SSC	SSC-A	SSC	SSC-A
217816	9		PE-Cy7-A	hCCR7	CCR7
217816	12		APC-H7-A	hFCGR3A	CD16
217817	5		FITC-A		LIN-1
217817	6		PE-A	hCLEC4C	BDCA-2
217817	8		PE-Cy5-A	hCD40	CD40
217817	10		APC-A	hTHBD	BDCA-3
217818	10		APC-A	hCD8A	CD8
217818	15		Time		Time
217819	3	SSC	SSC-A	SSC	SSC-A
217819	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217820	12		APC-H7-A	hFCGR3A	CD16
217821	15		Time		Time
217822	14		Pacific Orange-A		VIVID
217823	9		PE-Cy7-A	hCD38	CD38
217823	14		Pacific Orange-A	hCD3E, hCD14, VIVID	VIVID/CD3/CD14
217824	3	SSC	SSC-A	SSC	SSC-A
217824	6		PE-A	hCD14	CD14
217824	12		APC-H7-A	hFCGR3A	CD16
217825	6		PE-A	hCLEC4C	BDCA-2
217825	12		APC-H7-A	hITGAX	CD11c
217825	15		Time		Time
217826	7		ECD-A	hPTPRC/iso:h6	CD45RA
217827	12		APC-H7-A	hCD27	CD27
217828	6		PE-A	hCD14	CD14
217828	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217829	2		FSC-H		FSC-H
217829	15		Time		Time
217831	1		FSC-A		FSC-A
217831	4	SSC	SSC-H	SSC	SSC-H
217831	9		PE-Cy7-A	hCD38	CD38
217831	14		Pacific Orange-A		VIVID
217833	10		APC-A	hTHBD	BDCA-3
217834	8		PE-Cy5-A	hCXCR3	CXCR3
217835	15		Time		Time
217836	2		FSC-H		FSC-H
217836	3	SSC	SSC-A	SSC	SSC-A
217836	9		PE-Cy7-A	hCCR7	CCR7
217836	12		APC-H7-A	hFCGR3A	CD16
217836	13		Pacific Blue-A	hCD86	CD86
217837	7		ECD-A	hCD2	CD2
217841	7		ECD-A	hCD2	CD2
217838	9		PE-Cy7-A	hICOS	ICOS
217838	15		Time		Time
217839	3	SSC	SSC-A	SSC	SSC-A
217839	6		PE-A	hCD24	CD24
217840	5		FITC-A		CXC3CR1
217840	9		PE-Cy7-A	hCCR7	CCR7
217842	7		ECD-A	hPTPRC/iso:h6	CD45RA
217843	4	SSC	SSC-H	SSC	SSC-H
217843	7		ECD-A	hCD19	CD19
217845	6		PE-A	hCLEC4C	BDCA-2
217845	13		Pacific Blue-A	hCD86	CD86
217846	4	SSC	SSC-H	SSC	SSC-H
217846	15		Time		Time
217847	3	SSC	SSC-A	SSC	SSC-A
217847	8		PE-Cy5-A	hMS4A1	CD20
217847	10		APC-A	hSDC1	CD138
217848	3	SSC	SSC-A	SSC	SSC-A
217848	8		PE-Cy5-A	hCD40	CD40
217848	11		Alexa Fluor 700-A	hHLA-DRA	DR
217849	12		APC-H7-A	hITGAX	CD11c
217850	1		FSC-A		FSC-A
217850	3	SSC	SSC-A	SSC	SSC-A
217851	14		Pacific Orange-A		VIVID
217852	1		FSC-A		FSC-A
217852	2		FSC-H		FSC-H
217853	4	SSC	SSC-H	SSC	SSC-H
217854	6		PE-A	hCCR6	CCR6
217855	6		PE-A	hCD24	CD24
217855	12		APC-H7-A	hCD27	CD27
217856	4	SSC	SSC-H	SSC	SSC-H
217856	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217857	3	SSC	SSC-A	SSC	SSC-A
217857	14		Pacific Orange-A		VIVID
217859	5		FITC-A	hIGHD	IgD
217860	2		FSC-H		FSC-H
217860	3	SSC	SSC-A	SSC	SSC-A
217860	7		ECD-A	hCD2	CD2
217860	10		APC-A	hSECISBP2L	SLAN
217860	11		Alexa Fluor 700-A	hHLA-DRA	DR
217860	13		Pacific Blue-A	hCD86	CD86
217861	6		PE-A	hCLEC4C	BDCA-2
217861	7		ECD-A	hCD2	CD2
217862	10		APC-A	hCD8A	CD8
217862	11		Alexa Fluor 700-A	hCD3E	CD3
217863	4	SSC	SSC-H	SSC	SSC-H
217863	7		ECD-A	hCD19	CD19
217864	13		Pacific Blue-A	hCD86	CD86
217865	3	SSC	SSC-A	SSC	SSC-A
217865	8		PE-Cy5-A	hCD40	CD40
217865	9		PE-Cy7-A	hCD1C	CD1c
217866	5		FITC-A	hCXCR5	CXCR5
217866	11		Alexa Fluor 700-A	hCD3E	CD3
217867	1		FSC-A		FSC-A
217867	3	SSC	SSC-A	SSC	SSC-A
217867	4	SSC	SSC-H	SSC	SSC-H
217870	2		FSC-H		FSC-H
217869	1		FSC-A		FSC-A
217869	4	SSC	SSC-H	SSC	SSC-H
217869	5		FITC-A		LIN-1
217869	6		PE-A	hCLEC4C	BDCA-2
217871	14		Pacific Orange-A		VIVID
217872	12		APC-H7-A	hFCGR3A	CD16
217873	10		APC-A	hTHBD	BDCA-3
217873	13		Pacific Blue-A	hCD86	CD86
217874	3	SSC	SSC-A	SSC	SSC-A
217875	8		PE-Cy5-A	hMS4A1	CD20
217876	7		ECD-A	hCD2	CD2
217877	1		FSC-A		FSC-A
217877	2		FSC-H		FSC-H
217877	5		FITC-A		LIN-1
217877	9		PE-Cy7-A	hCD1C	CD1c
217878	8		PE-Cy5-A	hCXCR3	CXCR3
217879	4	SSC	SSC-H	SSC	SSC-H
217880	1		FSC-A		FSC-A
217880	4	SSC	SSC-H	SSC	SSC-H
217880	7		ECD-A	hCD2	CD2
217880	8		PE-Cy5-A	hCD40	CD40
217880	15		Time		Time
217881	9		PE-Cy7-A	hCD1C	CD1c
217881	11		Alexa Fluor 700-A	hHLA-DRA	DR
217881	12		APC-H7-A	hITGAX	CD11c
217883	4	SSC	SSC-H	SSC	SSC-H
217883	9		PE-Cy7-A	hCD38	CD38
217883	14		Pacific Orange-A		VIVID
217885	9		PE-Cy7-A	hCD1C	CD1c
217886	13		Pacific Blue-A	hPDCD1	PD-1
217888	1		FSC-A		FSC-A
217888	4	SSC	SSC-H	SSC	SSC-H
217888	7		ECD-A	hCD2	CD2
217889	3	SSC	SSC-A	SSC	SSC-A
217889	6		PE-A	hCLEC4C	BDCA-2
217889	8		PE-Cy5-A	hCD40	CD40
217889	9		PE-Cy7-A	hCD1C	CD1c
217889	13		Pacific Blue-A	hCD86	CD86
217891	2		FSC-H		FSC-H
217891	4	SSC	SSC-H	SSC	SSC-H
217893	1		FSC-A		FSC-A
217894	3	SSC	SSC-A	SSC	SSC-A
217894	9		PE-Cy7-A	hICOS	ICOS
217896	3	SSC	SSC-A	SSC	SSC-A
217896	11		Alexa Fluor 700-A	hHLA-DRA	DR
217896	13		Pacific Blue-A	hCD86	CD86
217900	1		FSC-A		FSC-A
217900	3	SSC	SSC-A	SSC	SSC-A
217898	4	SSC	SSC-H	SSC	SSC-H
217899	2		FSC-H		FSC-H
217899	9		PE-Cy7-A	hCD38	CD38
217899	13		Pacific Blue-A	hCD86	CD86
217901	4	SSC	SSC-H	SSC	SSC-H
217902	9		PE-Cy7-A	hICOS	ICOS
217903	3	SSC	SSC-A	SSC	SSC-A
217903	7		ECD-A	hCD19	CD19
217903	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217904	4	SSC	SSC-H	SSC	SSC-H
217905	1		FSC-A		FSC-A
217905	2		FSC-H		FSC-H
217905	3	SSC	SSC-A	SSC	SSC-A
217905	14		Pacific Orange-A		VIVID
217906	6		PE-A	hCCR6	CCR6
217906	11		Alexa Fluor 700-A	hCD3E	CD3
217907	1		FSC-A		FSC-A
217907	4	SSC	SSC-H	SSC	SSC-H
217907	10		APC-A	hSDC1	CD138
217907	13		Pacific Blue-A	hCD86	CD86
217908	2		FSC-H		FSC-H
